cie_code,cie_name
A880,FIEBRE EXANTEMÁTICA ENTEROVIRAL [EXANTEMA DE BOSTON]
A881,VÉRTIGO EPIDÉMICO
A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL
A89X,"INFECCIÓN VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA"
A90X,FIEBRE DEL DENGUE [DENGUE CLÁSICO]
A91X,FIEBRE DEL DENGUE HEMORRÁGICO
A92,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA
A921,FIEBRE DE O'NYONG-NYONG
A922,FIEBRE EQUINA VENEZOLANA
A923,INFECCIÓN POR VIRUS DEL OESTE DEL NILO
A924,FIEBRE DEL VALLE DEL RIFT
A925,ENFERMEDAD POR EL VIRUS DEL ZIKA
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS
A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACIÓN"
A93,"OTRAS FIEBRES VIRALES TRANSMITIDAS POR ARTRÓPODOS, NO CLASIFICADAS EN OTRA PARTE"
A930,ENFERMEDAD POR VIRUS DE OROPOUCHE
A931,FIEBRE TRANSMITIDA POR FLEBÓTOMOS
A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS
A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTRÓPODOS
A94X,"FIEBRE VIRAL TRANSMITIDA POR ARTRÓPODOS, NO ESPECIFICADA"
A95,FIEBRE AMARILLA
A950,FIEBRE AMARILLA SELVÁTICA
A951,FIEBRE AMARILLA URBANA
A959,"FIEBRE AMARILLA, NO ESPECIFICADA"
A96,FIEBRE HEMORRÁGICA POR ARENAVIRUS
A960,FIEBRE HEMORRÁGICA DE JUNÍN
A961,FIEBRE HEMORRÁGICA DE MACHUPO
A962,FIEBRE DE LASSA
A968,OTRAS FIEBRES HEMORRÁGICAS POR ARENAVIRUS
A969,"FIEBRE HEMORRÁGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACIÓN"
A97,DENGUE
A970,DENGUE SIN SIGNOS DE ALARMA
A971,DENGUE CON SIGNOS DE ALARMA
A972,DENGUE SEVERO
A979,"DENGUE, NO ESPECIFICADO"
A98,"OTRAS FIEBRES VIRALES HEMORRÁGICAS, NO CLASIFICADAS EN OTRA PARTE"
A980,FIEBRE HEMORRÁGICA DE CRIMEA-CONGO
A981,FIEBRE HEMORRÁGICA DE OMSK
A982,ENFERMEDAD DE LA SELVA KYASANUR
A983,ENFERMEDAD POR EL VIRUS DE MARBURG
A984,ENFERMEDAD POR EL VIRUS DE EBOLA
A985,FIEBRES HEMORRÁGICAS CON SÍNDROME RENAL
A988,OTRAS FIEBRES HEMORRÁGICAS VIRALES ESPECIFICADAS
A99X,"FIEBRE VIRAL HEMORRÁGICA, NO ESPECIFICADA"
B00,INFECCIONES HERPÉTICA [HERPES SIMPLE]
B000,ECZEMA HERPÉTICO
B001,DERMATITIS VESICULAR HERPÉTICA
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPÉTICA
B003,MENINGITIS HERPÉTICA
B004,ENCEFALITIS HERPÉTICA
B005,OCULOPATÍA HERPÉTICA
B007,ENFERMEDAD HERPÉTICA DISEMINADA
B008,OTRAS FORMAS DE INFECCIONES HERPÉTICAS
B009,"INFECCIÓN DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA"
B01,VARICELA
B010,MENINGITIS DEBIDA A VARICELA
B011,ENCEFALITIS DEBIDA A VARICELA
B012,NEUMONÍA DEBIDA A VARICELA
B018,VARICELA CON OTRAS COMPLICACIONES
B019,VARICELA SIN COMPLICACIONES
B02,HERPES ZOSTER
B020,ENCEFALITIS DEBIDA A HERPES ZOSTER
B021,MENINGITIS DEBIDA A HERPES ZOSTER
B022,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO
B023,HERPES ZOSTER OCULAR
B027,HERPES ZOSTER DISEMINADO
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES
B029,HERPES ZOSTER SIN COMPLICACIONES
B03X,VIRUELA
B04X,VIRUELA DE LOS MONOS
B05,SARAMPIÓN
B050,SARAMPIÓN COMPLICADO CON ENCEFALITIS
B051,SARAMPIÓN COMPLICADO CON MENINGITIS
B052,SARAMPIÓN COMPLICADO CON NEUMONÍA
B053,SARAMPIÓN COMPLICADO CON OTITIS MEDIA
B054,SARAMPIÓN CON COMPLICACIONES INTESTINALES
B058,SARAMPIÓN CON OTRAS COMPLICACIONES
B059,SARAMPIÓN SIN COMPLICACIONES
B06,RUBÉOLA [SARAMPIÓN ALEMÁN]
B060,RUBÉOLA CON COMPLICACIONES NEUROLÓGICAS
B068,RUBÉOLA CON OTRAS COMPLICACIONES
B069,RUBÉOLA SIN COMPLICACIONES
B07X,VERRUGAS VÍRICAS
B08,"OTRAS INFECIONES VÍRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS
B081,MOLUSCO CONTAGIOSO
B082,EXANTEMA SÚBITO [SEXTA ENFERMEDAD]
B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD]
B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA
B085,FARINGITIS VESICULAR ENTEROVÍRICA
B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS"
B09X,"INFECCIÓN VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS"
B15,HEPATITIS AGUDA TIPO A
B150,"HEPATITIS AGUDA TIPO A, CON COMA HEPÁTICO"
B159,"HEPATITIS AGUDA TIPO A, SIN COMA HEPÁTICO"
B16,HEPATITIS AGUDA TIPO B
B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO"
B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO"
B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPÁTICO"
B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO"
B17,OTRAS HEPATITIS VIRALES AGUDAS
B170,INFECCIÓN (SUPERINFECCIÓN) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRÓNICA
B171,HEPATITIS AGUDA TIPO C
B172,HEPATITIS AGUDA TIPO E
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
B179,HEPATITIS VIRAL AGUDA NO ESPECIFICADA
B18,HEPATITIS VIRAL CRÓNICA
B180,"HEPATITIS VIRAL TIPO B CRÓNICA, CON AGENTE DELTA"
B181,"HEPATITIS VIRAL TIPO B CRÓNICA, SIN AGENTE DELTA"
B182,HEPATITIS VIRAL TIPO C CRÓNICA
B188,OTRAS HEPATITIS VIRALES CRÓNICAS
B189,"HEPATITIS VIRAL CRÓNICA, SIN OTRA ESPECIFICACIÓN"
B19,"HEPATITIS VIRAL, SIN OTRA ESPECIFICACIÓN"
B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPÁTICO
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPÁTICO
B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B200,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS"
B201,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS"
B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS"
B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES"
B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS"
B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS"
B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS CARINII"
B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES"
B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS"
B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA"
B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN TUMORES MALIGNOS"
B210,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI"
B211,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT"
B212,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN"
B213,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYÉTICO Y TEJIDOS RELACIONADOS"
B217,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MÚLTIPLES"
B218,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS"
B219,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS"
B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS"
B220,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA"
B221,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL"
B222,"ENFERMEDAD POR VIH, RESULTANTE EN SÍNDROME CAQUÉCTICO"
B227,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE"
B23,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS AFECCIONES"
B230,SÍNDROME DE INFECCIÓN AGUDA DEBIDA A VIH
B231,"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATÍA GENERALIZADA (PERSISTENTE)"
B232,"ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLÓGICAS Y HEMATOLÓGICAS, NO CLASIFICADAS EN OTRA PARTE"
B238,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS"
B24X,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN"
B25,ENFERMEDAD DEBIDA A VIRUS CITOMEGÁLICO
B250,NEUMONITIS DEBIDA A VIRUS CITOMEGÁLICO
B251,HEPATITIS DEBIDA A VIRUS CITOMEGÁLICO
B252,PANCREATITIS DEBIDA A VIRUS CITOMEGÁLICO
B258,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGÁLICO
B259,"ENFERMEDAD POR VIRUS CITOMEGÁLICO, NO ESPECIFICADA"
B26,PAROTIDITIS INFECCIOSA
B260,ORQUITIS POR PAROTIDITIS
B261,MENINGITIS POR PAROTIDITIS
B262,ENCEFALITIS POR PAROTIDITIS
B263,PANCREATITIS POR PAROTIDITIS
B268,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B269,"PAROTIDITIS, SIN COMPLICACIONES"
B27,MONONUCLEOSIS INFECCIOSA
B270,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA
B271,MONONUCLEOSIS POR CITOMEGALOVIRUS
B278,OTRAS MONONUCLEOSIS INFECCIOSAS
B279,"MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA"
B30,CONJUNTIVITIS VIRAL
B300,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS
B301,CONJUNTIVITIS DEBIDA A ADENOVIRUS
B302,FARINGOCONJUNTIVITIS VIRAL
B303,CONJUNTIVITIS EPIDÉMICA AGUDA HEMORRÁGICA (ENTEROVÍRICA)
B308,OTRAS CONJUNTIVITIS VIRALES
B309,"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACIÓN"
B33,"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE"
B330,MIALGIA EPIDÉMICA
B331,ENFERMEDAD DEL RÍO ROSS
B332,CARDITIS VIRAL
B333,"INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE"
B334,SÍNDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*)
B338,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B34,INFECCIÓN VIRAL DE SITIO NO ESPECIFICADO
B340,"INFECCIÓN DEBIDA A ADENOVIRUS, DE SITIO NO ESPECIFICADO"
B341,"INFECCIÓN DEBIDA A ENTEROVIRUS, DE SITIO NO ESPECIFICADO"
B342,"INFECCIÓN DEBIDA A CORONAVIRUS, DE SITIO NO ESPECIFICADO"
B343,"INFECCIÓN DEBIDA A PARVOVIRUS, DE SITIO NO ESPECIFICADO"
B344,"INFECCIÓN DEBIDA A PAPOVAVIRUS,DE SITIO NO ESPECIFICADO"
B348,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B349,"INFECCIÓN VIRAL, NO ESPECIFICADA"
B35,DERMATOFITOSIS
B350,TIÑA DE LA BARBA Y DEL CUERO CABELLUDO
B351,TIÑA DE LAS UÑAS
B352,TIÑA DE LA MANO
B353,TIÑA DEL PIE [TINEA PEDIS]
B354,TIÑA DEL CUERPO [TINEA CORPORIS]
B355,TIÑA IMBRICADA [TINEA IMBRICATA]
B356,TIÑA INGUINAL [TINEA CRURIS]
B358,OTRAS DERMATOFITOSIS
B359,"DERMATOFITOSIS, NO ESPECIFICADA"
B36,OTRAS MICOSIS SUPERFICIALES
B360,PITIRIASIS VERSICOLOR
B361,TIÑA NEGRA
B362,PIEDRA BLANCA
B363,PIEDRA NEGRA
B368,OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369,"MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACIÓN"
B37,CANDIDIASIS
B370,ESTOMATITIS CANDIDIÁSICA
B371,CANDIDIASIS PULMONAR
B372,CANDIDIASIS DE LA PIEL Y LAS UÑAS
B373,CANDIDIASIS DE LA VULVA Y DE LA VAGINA
B374,CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B375,MENINGITIS DEBIDA A CANDIDA
B376,ENDOCARDITIS DEBIDA A CANDIDA
B377,SEPSIS DEBIDA A CANDIDA
B378,CANDIDIASIS DE OTROS SITIOS
B379,"CANDIDIASIS, NO ESPECIFICADA"
B38,COCCIDIOIDOMICOSIS
B380,COCCIDIOIDOMICOSIS PULMONAR AGUDA
B381,COCCIDIOIDOMICOSIS PULMONAR CRÓNICA
B382,"COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN"
B383,COCCIDIOIDOMICOSIS CUTÁNEA
B384,MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS
B387,COCCIDIOIDOMICOSIS DISEMINADA
B388,OTRAS FORMAS DE COCCIDIOIDOMICOSIS
B389,"COCCIDIOIDOMICOSIS, NO ESPECIFICADA"
B39,HISTOPLASMOSIS
B390,INFECCIÓN PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM
B391,INFECCIÓN PULMONAR CRÓNICA DEBIDA A HISTOPLASMA CAPSULATUM
B392,"INFECCIÓN PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN"
B393,INFECCIÓN DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM
B394,"HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN"
B395,INFECCIÓN DEBIDA A HISTOPLASMA DUBOISII
B399,"HISTOPLASMOSIS, NO ESPECIFICADA"
B40,BLASTOMICOSIS
B400,BLASTOMICOSIS PULMONAR AGUDA
B401,BLASTOMICOSIS PULMONAR CRÓNICA
B402,"BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN"
B403,BLASTOMICOSIS CUTÁNEA
B407,BLASTOMICOSIS DISEMINADA
B408,OTRAS FORMAS DE BLASTOMICOSIS
B409,"BLASTOMICOSIS, NO ESPECIFICADA"
B41,PARACOCCIDIOIDOMICOSIS
B410,PARACOCCIDIOIDOMICOSIS PULMONAR
B417,PARACOCCIDIOIDOMICOSIS DISEMINADA
B418,OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS
B419,"PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA"
B42,ESPOROTRICOSIS
B420,ESPOROTRICOSIS PULMONAR
B421,ESPOROTRICOSIS LINFOCUTÁNEA
B427,ESPOROTRICOSIS DISEMINADA
B428,OTRAS FORMAS DE ESPOROTRICOSIS
B429,"ESPOROTRICOSIS, NO ESPECIFICADA"
B43,CROMOMICOSIS Y ABSCESO FEOMICÓTICO
B430,CROMOMICOSIS CUTÁNEA
B431,ABSCESO CEREBRAL FEOMICÓTICO
B432,ABSCESO Y QUISTE SUBCUTÁNEO FEOMICÓTICO
B438,OTRAS FORMAS DE CROMOMICOSIS
B439,"CROMOMICOSIS,NO ESPECIFICADA"
B44,ASPERGILOSIS
B440,ASPERGILOSIS PULMONAR INVASIVA
B441,OTRAS ASPERGILOSIS PULMONARES
B442,ASPERGILOSIS AMIGDALINA
B447,ASPERGILOSIS DISEMINADA
B448,OTRAS FORMAS DE ASPERGILOSIS
B449,"ASPERGILOSIS, NO ESPECIFICADA"
B45,CRIPTOCOCOSIS
B450,CRIPTOCOCOSIS PULMONAR
B451,CRIPTOCOCOSIS CEREBRAL
B452,CRIPTOCOCOSIS CUTÁNEA
B453,CRIPTOCOCOSIS ÓSEA
B457,CRIPTOCOCOSIS DISEMINADA
B458,OTRAS FORMAS DE CRIPTOCOCOSIS
B459,"CRIPTOCOCOSIS, NO ESPECIFICADA"
B46,CIGOMICOSIS
B460,MUCORMICOSIS PULMONAR
B461,MUCORMICOSIS RINOCEREBRAL
B462,MUCORMICOSIS GASTROINTESTINAL
B463,MUCORMICOSIS CUTÁNEA
B464,MUCORMICOSIS DISEMINADA
B465,"MUCORMICOSIS, SIN OTRA ESPECIFICACIÓN"
B468,OTRAS CIGOMICOSIS
B469,"CIGOMICOSIS, NO ESPECIFICADA"
B47,MICETOMA
B470,EUMICETOMA
B471,ACTINOMICETOMA
B479,"MICETOMA, NO ESPECIFICADO"
B48,"OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE"
B480,LOBOMICOSIS
B481,RINOSPORIDIOSIS
B482,ALESQUERIASIS
B483,GEOTRICOSIS
B484,PENICILOSIS
B485,NEUMOCISTOSIS (J17.2*)
B487,MICOSIS OPORTUNISTAS
B488,OTRAS MICOSIS ESPECIFICADAS
B49X,"MICOSIS, NO ESPECIFICADA"
B50,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM FALCIPARUM
B500,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508,OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509,"PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACIÓN"
B51,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM VIVAX
B510,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLÉNICA
B518,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519,"PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES"
B52,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM MALARIAE
B520,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATÍA
B528,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529,"PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES"
B53,OTRO PALUDISMO [MALARIA] CONFIRMADO PARASITOLÓGICAMENTE
B530,PALUDISMO DEBIDO A PLASMODIUM OVALE
B531,PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS
B538,"OTRO PALUDISMO CONFIRMADO PARASITOLÓGICAMENTE, NO CLASIFICADO EN OTRA PARTE"
B54X,PALUDISMO [MALARIA] NO ESPECIFICADO
B55,LEISHMANIASIS
B550,LEISHMANIASIS VISCERAL
B551,LEISHMANIASIS CUTÁNEA
B552,LEISHMANIASIS MUCOCUTÁNEA
B559,"LEISHMANIASIS, NO ESPECIFICADA"
B56,TRIPANOSOMIASIS AFRICANA
B560,TRIPANOSOMIASIS GAMBIENSE
B561,TRIPANOSOMIASIS RHODESIENSE
B569,"TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN"
B57,ENFERMEDAD DE CHAGAS
B570,ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZÓN
B571,ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZÓN
B572,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL CORAZÓN
B573,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL SISTEMA DIGESTIVO
B574,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL SISTEMA NERVIOSO
B575,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA OTROS ÓRGANOS
B58,TOXOPLASMOSIS
B580,OCULOPATÍA DEBIDA A TOXOPLASMA
B581,HEPATITIS DEBIDA A TOXOPLASMA
B582,MENINGOENCEFALITIS DEBIDA A TOXOPLASMA
B583,TOXOPLASMOSIS PULMONAR
B588,TOXOPLASMOSIS CON OTRO ÓRGANO AFECTADO
B589,"TOXOPLASMOSIS, NO ESPECIFICADA"
B59X,NEUMOCISTOSIS (J17.3*)
B60,"OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, NO CLASIFICADAS EN OTRA PARTE"
B600,BABESIOSIS
B601,ACANTAMEBIASIS
B602,NAEGLERIASIS
B608,OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS
B64X,"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA"
B65,ESQUISTOSOMIASIS [BILHARZIASIS]
B650,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM (ESQUISTOSOMIASIS URINARIA)
B651,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL]
B652,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM
B653,DERMATITIS POR CERCARIAS
B658,OTRAS ESQUISTOSOMIASIS
B659,"ESQUISTOSOMIASIS, NO ESPECIFICADA"
B66,OTRAS INFECCIONES DEBIDAS A TREMATODOS
B660,OPISTORQUIASIS
B661,CLONORQUIASIS
B662,DICROCOELIASIS
B663,FASCIOLIASIS
B664,PARAGONIMIASIS
B665,FASCIOLOPSIASIS
B668,OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS
B669,"INFECCIÓN DEBIDA A TREMATODOS, NO ESPECIFICADA"
B67,EQUINOCOCOSIS
B670,INFECCIÓN DEL HÍGADO DEBIDA A ECHINOCOCCUS GRANULOSUS
B671,INFECCIÓN DEL PULMÓN DEBIDA A ECHINOCOCCUS GRANULOSUS
B672,INFECCIÓN DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS
B673,INFECCIÓN DE OTRO ÓRGANO Y DE SITIOS MÚLTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS
B674,"INFECCIÓN DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACIÓN"
B675,INFECCIÓN DEL HÍGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B676,INFECCIÓN DE OTRO ÓRGANO Y DE SITIOS MÚLTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B677,"INFECCIÓN DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACIÓN"
B678,"EQUINOCOCOSIS DEL HÍGADO, NO ESPECIFICADA"
B679,"EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA"
B68,TENIASIS
B680,TENIASIS DEBIDA A TAENIA SOLIUM
B681,INFECCIÓN DEBIDA A TAENIA SAGINATA
B689,"TENIASIS, NO ESPECIFICADA"
B69,CISTICERCOSIS
B690,CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL
B691,CISTICERCOSIS DEL OJO
B698,CISTICERCOSIS DE OTROS SITIOS
B699,"CISTICERCOSIS, NO ESPECIFICADA"
B70,DIFILOBOTRIASIS Y ESPARGANOSIS
B700,DIFILOBOTRIASIS INTESTINAL
B701,ESPARGANOSIS
B71,OTRAS INFECCIONES DEBIDAS A CESTODOS
B710,HIMENOLEPIASIS
B711,DIPILIDIASIS
B718,OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS
B719,"INFECCIONES DEBIDAS A CESTODOS, NO ESPECIFICADA"
B72X,DRACONTIASIS
B73X,ONCOCERCOSIS
B74,FILARIASIS
B740,FILARIASIS DEBIDA A WUCHERERIA BANCROFTI
B741,FILARIASIS DEBIDA A BRUGIA MALAYI
B742,FILARIASIS DEBIDA A BRUGIA TIMORI
B743,LOAIASIS
B744,MANSONELIASIS
B748,OTRAS FILARIASIS
B749,"FILARIASIS, NO ESPECIFICADA"
B75X,TRIQUINOSIS
B76,ANQUILOSTOMIASIS Y NECATORIASIS
B760,ANQUILOSTOMIASIS
B761,NECATORIASIS
B768,OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS
B769,"ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA"
B77,ASCARIASIS
B770,ASCARIASIS CON COMPLICACIONES INTESTINALES
B778,ASCARIASIS CON OTRAS COMPLICACIONES
B779,"ASCARIASIS, NO ESPECIFICADA"
B78,ESTRONGILOIDIASIS
B780,ESTRONGILOIDIASIS INTESTINAL
B781,ESTRONGILOIDIASIS CUTÁNEA
B787,ESTRONGILOIDIASIS DISEMINADA
B789,"ESTRONGILOIDIASIS, NO ESPECIFICADA"
B79X,TRICURIASIS
B80X,ENTEROBIASIS
B81,"OTRAS HELMINTIASIS INTESTINALES, NO CLASIFICADAS EN OTRA PARTE"
B810,ANISAQUIASIS
B811,CAPILARIASIS INTESTINAL
B812,TRICOESTRONGILIASIS
B813,ANGIOESTRONGILIASIS INTESTINAL
B814,HELMINTIASIS INTESTINAL MIXTA
B818,OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS
B82,"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACIÓN"
B820,"HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACIÓN"
B829,"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACIÓN"
B83,OTROS HELMINTIASIS
B830,LARVA MIGRANS VISCERAL
B831,GNATOSTOMIASIS
B832,ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS
B833,SINGAMIASIS
B834,HIRUDINIASIS INTERNA
B838,OTRAS HELMINTIASIS ESPECIFICADAS
